Name,Surname,Age,Gender,Daily Hours in Game,Game,Rating,Country
Jannik,Lee,12,Male,3.6,Jane's Combat Simulations: Longbow Gold,3,Kyrgyzstan
Marcel,Gomez,66,Male,3.6,Shift 2: Unleashed,2,Turkmenistan
Jacob,Johnson,17,Male,3.7,Warp,4,Switzerland
Eden,Lee,15,Female,3.8,Deer Hunt Challenge,3,Slovenia
Christian,Wilson,19,Male,3.4,Syndicate,3,Malta
Alice,Parker,18,Female,3.5,The Sims 2: Castaway,4,United States
Elena,Sanchez,17,Female,3.2,NBA Live 97,3,France
Dominik,Smith,16,Male,3.0,Fightback,4,Cyprus
Jonas,Miller,21,Male,3.0,Rock Band 3,3,Latvia
Henry,Thomas,68,Male,3.0,Madden NFL 21,3,Kazakhstan
Julien,Thomas,15,Male,3.0,Shockwave Assault (a.k.a. Shockwave),3,Moldova
Tobias,Miller,16,Male,3.9,Knockout City,4,Romania
Levin,Robinson,15,Male,3.7,F1 24,3,Switzerland
Lukas,Turner,14,Male,4.0,The Sims 3: University Life,1,Kyrgyzstan
David,Ramirez,15,Male,3.7,Need for Speed Rivals,3,North Macedonia
Florian,Mitchell,14,Male,3.4,The Sims 4: High School Years,4,Sweden
Tom,Harris,13,Male,3.2,Dragon Age: Origins – Awakening,4,Slovakia
Robin,Moore,16,Male,3.2,WCW Mayhem,3,Monaco
Alex,Baker,14,Male,4.0,EA FC 24,4,Norway
Fabio,Jackson,14,Male,3.2,Madden NFL 17,4,Ireland
Raphael,Hernandez,14,Male,4.0,Lost in Random,3,Kazakhstan
Valentin,Sanchez,20,Male,3.4,The Sims 3: Showtime,1,Liechtenstein
Nora,Howard,12,Female,3.0,The Sims: Triple Deluxe,3,Montenegro
Marius,Lee,15,Male,3.0,Boulder Dash: Rocks!,4,Slovakia
Luca,Cruz,12,Male,3.6,The Sims 4: Island Living,4,Russia
Jonathan,Morgan,16,Male,4.0,NHL 06,2,Monaco
David,Parker,15,Male,3.2,The Sims 4: StrangerVille,3,Belgium
Benedikt,Brown,11,Male,3.0,Rock Band 2,3,Estonia
Adeline,Wilson,16,Female,3.4,NHL 2003,4,Estonia
Ayla,King,17,Female,3.8,Need for Speed: Underground,3,Uzbekistan
Julian,Scott,14,Male,3.3,The Urbz: Sims in the City,4,Turkey
Maximilian,Lopez,49,Male,4.0,The Sims 3,3,Portugal
Thomas,Roberts,15,Male,3.3,UEFA Champions League 2004–2005,3,Germany
Kai,Reed,18,Male,3.4,SSX,1,Slovenia
Paige,Baker,13,Female,3.6,Lords of Conquest,4,Canada
Tom,Ortiz,17,Male,3.6,JetSet Secrets,4,Slovenia
Maximilian,Gutierrez,14,Male,3.3,Medal of Honor: European Assault,2,Russia
Samuel,Turner,16,Male,3.0,Madden NFL 13,3,Tajikistan
Benedikt,Bailey,15,Male,3.6,Trivial Pursuit,1,Spain
Lydia,Phillips,18,Female,3.9,Battlefield 1942: Deluxe Edition,3,Switzerland
Emanuel,Diaz,12,Male,3.4,The Bard's Tale,3,Greece
Samuel,Garcia,36,Male,3.9,PHM Pegasus,4,Monaco
Nicolas,Morales,16,Male,4.0,Madden NFL 23,3,Slovakia
Sebastian,Walker,17,Male,3.8,Burnout Paradise: The Ultimate Box,4,Russia
Sebastian,Morgan,14,Male,3.0,Dragon Age II,4,Slovenia
Nico,Howard,13,Male,3.0,NHL 24,3,Kazakhstan
Hugo,Robinson,18,Male,3.0,Medal of Honor: Pacific Assault (Director's Edition DVD),5,United Kingdom
Lydia,Torres,11,Female,3.2,Battlefield 3,4,Kazakhstan
Sebastian,Hernandez,18,Male,3.8,The Bard's Tale,2,Russia
Maksim,Hall,17,Male,3.3,NASCAR Thunder 2004,4,Norway
Paul,Martin,17,Male,3.2,FIFA 10,4,United States
Oskar,Kelly,14,Male,4.0,The Sims Life Stories,4,Turkey
Alicia,Green,16,Female,3.0,The Sims FreePlay,2,Greece
Liam,Nguyen,21,Male,3.9,Alternate Reality: The City,3,Russia
Henry,Wright,14,Male,4.0,Need for Speed: The Run,5,Kazakhstan
Aaron,Turner,15,Male,3.2,The Sims 4: Parenthood,3,Austria
Julian,Edwards,18,Male,3.5,Bejeweled Blitz,4,France
Elias,Morgan,17,Male,4.0,Test Drive 5,3,Russia
Emanuel,Hall,18,Male,3.8,Tiger Woods PGA Tour 10,3,Austria
Maximilian,Jones,11,Male,3.0,Fire Fight,3,Slovakia
Hannah,Rivera,13,Male,3.4,Dragon Age: Origins,3,China
Milo,Wilson,18,Male,3.4,The Biggest Names the Best Games,3,Russia
Georgia,Martinez,19,Female,3.5,Madden NFL 10,3,China
Matilda,Walker,14,Female,3.3,Space Hulk: Vengeance of the Blood Angels,4,Andorra
Fabian,Morris,16,Male,3.0,Dead Space,3,Montenegro
Ava,Thompson,16,Female,3.1,NCAA Football 07,2,United States
Catherine,Stewart,14,Female,3.5,The Sims 4: Cats & Dogs,3,Turkey
Taylor,Lewis,13,Female,3.0,SSX 3,4,Kazakhstan
Sarah,Murphy,64,Female,3.2,FIFA 14,4,Ireland
Hannes,Lopez,42,Male,4.0,007: The World is Not Enough,4,Sweden
David,Mitchell,18,Male,4.0,WarFriends,4,Germany
Ava,Anderson,21,Female,4.0,Harry Potter and the Deathly Hallows – Part 1,3,Latvia
Sebastian,Hall,36,Male,3.0,F1 2001,1,Slovakia
Julius,Hill,15,Male,3.9,EA Sports PGA Tour,2,Denmark
Elias,Bailey,13,Male,3.6,FIFA 09,3,Ukraine
Marcel,Garcia,17,Male,3.7,Armies of Exigo[k],4,Finland
Jan,Cruz,17,Male,3.0,Queen: The eYe,4,Cyprus
Louis,Roberts,51,Male,3.3,Madden NFL 98,4,Denmark
Louis,Rodriguez,15,Male,3.9,NFS Heat,4,China
Emilio,Baker,18,Male,3.6,Cyberia,4,Uzbekistan
Paul,Adams,16,Male,3.5,FIFA 07,2,Italy
Fabio,Perez,18,Male,3.3,Caveman Ughlympics,4,Belgium
Lucas,Nelson,44,Male,4.0,Need for Speed: Most Wanted,5,Ireland
Ethan,Rivera,17,Male,3.7,Super Mega Baseball 4,4,Netherlands
Andreas,Morales,18,Male,3.8,Medal of Honor: Vanguard,3,Moldova
Jonah,Thomas,16,Male,3.5,Diablo,4,China
Timo,Carter,59,Male,3.3,NCAA Football 08,5,Portugal
Dominik,Bailey,18,Male,3.4,The Godfather II,3,Ukraine
Nicolas,Hall,15,Male,4.0,PGA Tour 96,4,Italy
Jonah,Collins,14,Male,4.0,NBA Live 06,4,Spain
Dominik,Martinez,57,Male,3.5,WarFriends,4,Russia
Fabio,Gutierrez,12,Male,3.8,NFL Blitz,4,Germany
Benjamin,Edwards,13,Male,4.0,FIFA 15,3,Poland
Penelope,Martin,15,Female,3.9,Skate 2,3,Serbia
Sophia,Turner,18,Female,3.6,DeathSpank,4,China
Valentin,Flores,13,Male,3.0,Brütal Legend,1,United States
Nicolas,Hill,13,Male,3.1,Ferrari Formula One,3,North Macedonia
Samuel,Nelson,12,Male,3.2,Micro Machines,4,Serbia
Christian,Parker,16,Male,3.9,Harry Potter: Quidditch World Cup,4,Greece
Hannah,Martin,15,Male,3.9,Arena Football,3,Ireland
Fabio,Cruz,15,Male,3.5,Tiger Woods PGA Tour 08,3,Serbia
Leonard,Mitchell,15,Male,3.1,Projectyle,3,Poland
Jonah,Morgan,15,Male,4.0,PGA Tour 96,5,North Macedonia
Emanuel,Johnson,13,Male,3.4,The Sims 4: Snowy Escape,5,Norway
Nikolai,Cook,17,Male,3.0,Star Wars Jedi: Fallen Order,3,Romania
Erik,Walker,18,Male,3.2,FIFA 23,2,China
Fabio,Johnson,34,Male,3.0,Boogie Superstar,4,Portugal
Sebastian,Brown,17,Male,3.5,F1 22,4,Bulgaria
Luca,Ramirez,15,Male,3.7,MySims SkyHeroes,3,Sweden
Skye,Cooper,13,Female,3.4,NBA Live 14,3,China
Bastian,Morgan,14,Male,3.8,Harry Potter and the Sorcerer's Stone,4,Belgium
Luca,Williams,14,Male,4.0,Age of Adventure,4,Uzbekistan
Kai,Carter,16,Male,3.9,F1 Career Challenge,3,Tajikistan
Ethan,Martin,15,Male,3.8,Touchdown Football,3,Malta
Eva,Parker,14,Female,3.9,John Madden Football,2,United Kingdom
Dylan,Lewis,17,Male,3.3,Medal of Honor: Frontline,3,Bulgaria
Julian,Ortiz,59,Male,3.6,F-22 Lightning 3,3,Canada
Eva,Kelly,16,Female,3.9,Skate,3,North Macedonia
Tom,Lewis,17,Male,3.9,John Madden Football,3,Kazakhstan
Antonio,Rogers,16,Male,3.6,Need for Speed: Underground 2,3,Turkey
Finn,Morales,11,Male,3.4,Sub Command,2,Netherlands
Samuel,Hernandez,16,Male,3.2,2002 FIFA World Cup,3,Germany
Emily,Gomez,15,Female,4.0,System Shock 2,1,Portugal
Robin,Ramirez,14,Male,3.3,Madden NFL 2004,3,Malta
Fritz,Adams,35,Male,3.3,Madden NFL Mobile,4,Turkmenistan
Jasper,Smith,17,Male,3.0,Indianapolis 500: The Simulation,3,Uzbekistan
Emil,Phillips,14,Male,3.4,F1 Championship Season 2000,3,Romania
Daniel,Morales,19,Male,3.1,Battlefield 1942: Deluxe Edition,3,Spain
Lars,Murphy,13,Male,4.0,Madden NFL 22,3,Kyrgyzstan
Peter,Parker,14,Male,3.5,Fight Night Round 3,3,Belgium
Oskar,Ortiz,16,Male,3.2,Starflight,3,Serbia
Hannes,Williams,18,Male,4.0,Grand Slam Tennis 2,4,Switzerland
Elias,Howard,20,Male,3.0,PGA Tour Golf,1,Switzerland
Markus,Clark,47,Male,3.1,FIFA 99,4,Andorra
Lennard,Gonzalez,13,Male,3.8,Crysis 2,4,China
Erik,King,16,Male,3.5,Skydive!,4,Ukraine
Sebastian,Miller,30,Male,3.8,Surviving High School,3,Moldova
Sofia,Reyes,17,Female,3.8,Mass Effect: Andromeda,3,Kyrgyzstan
Eva,Cook,15,Female,3.4,Madden NFL 22,4,China
Jonas,Peterson,16,Male,3.6,Need for Speed Collector's Series,5,Norway
Tom,Cook,15,Male,3.4,Lost in Random,3,Turkmenistan
Leonard,Green,14,Male,3.9,Triple Play 2000,4,United States
Jakob,Diaz,17,Male,3.1,Wing Commander IV: The Price of Freedom,4,Kyrgyzstan
Adelaide,Morgan,15,Female,3.8,NBA Live 98,4,Poland
Aurora,Jackson,13,Female,4.0,Madden NFL 2000,4,Lithuania
Fabian,Cruz,14,Male,3.0,Triple Play 2000,4,Switzerland
Noah,Hill,19,Male,3.8,EA Sports MMA,4,China
Fabian,Rodriguez,39,Male,4.0,Madden NFL 97,3,Croatia
Timo,Nelson,15,Male,3.5,007: From Russia with Love,3,Finland
Aaron,Rogers,17,Male,3.1,Micro Machines,3,Portugal
Marvin,Nelson,53,Male,3.1,Populous: The Promised Lands,3,Portugal
Sebastian,Diaz,19,Male,4.0,F1 2001,4,China
Emilio,Baker,16,Male,3.9,Island Xtreme Stunts,5,Russia
Jan,Rodriguez,16,Male,3.5,Need for Speed: Hot Pursuit,4,Russia
Kai,King,47,Male,4.0,Medal of Honor: 10th Anniversary Bundle,4,China
Ella,Anderson,17,Female,3.8,Medal of Honor: Pacific Assault,1,China
Ethan,Evans,14,Male,3.0,World Cup 98,4,Slovakia
Filip,Ortiz,14,Male,3.0,Medal of Honor,4,Ireland
Andreas,Adams,14,Male,3.9,FIFA 10,3,Moldova
Dylan,Jackson,14,Male,3.6,It Takes Two,4,Spain
Avery,Roberts,14,Female,3.0,FIFA 21,4,United Kingdom
Kevin,Taylor,15,Male,3.1,Plants vs. Zombies: Battle for Neighborville,4,Bosnia and Herzegovina
Lars,Rogers,18,Male,3.3,FIFA 14,3,United States
Marvin,Kelly,17,Male,4.0,Elitserien 2001,4,United States
Luca,Allen,17,Male,3.6,Knockout Kings 2001,3,Italy
Robin,Smith,17,Male,3.6,Fusion,4,Germany
David,Cruz,16,Male,3.8,One on One: Dr. J vs. Larry Bird,4,Andorra
Daisy,Baker,17,Female,3.2,FIFA Street 2,5,Serbia
Florian,Morales,16,Male,4.0,The Standing Stones,1,Romania
Lia,Lewis,16,Female,3.7,Madden NFL 21,3,Slovenia
Karl,Gomez,15,Male,3.3,FIFA 06,2,Belarus
Hannes,Perez,18,Male,3.4,The Sims: Vacation,5,Romania
Jonah,Gomez,14,Male,4.0,Zubo,4,Switzerland
Filip,Collins,17,Male,4.0,007: Agent Under Fire,5,Netherlands
Sam,Davis,15,Male,3.5,FIFA Street,4,Liechtenstein
Timo,Thompson,16,Male,3.6,Army of Two: The 40th Day,3,Iceland
Tim,Murphy,15,Male,3.6,Tiger Woods PGA Tour 12,5,Slovakia
Gustav,Green,14,Male,3.0,Tiger Woods PGA Tour 2002,4,Norway
Louis,Thomas,14,Male,3.0,FIFA 07,1,Cyprus
Henry,Miller,38,Male,3.5,NASCAR Thunder 2002,3,Norway
Zara,Cruz,17,Female,3.4,NBA Live 08,4,Bosnia and Herzegovina
Isabelle,Allen,18,Female,4.0,World Cup 98,3,Sweden
Henry,Rogers,17,Male,3.1,Reckless Racing,2,Ukraine
Lukas,Miller,57,Male,4.0,UEFA Euro 2004,3,Russia
Jannis,Lopez,18,Male,3.4,Hasbro Family Game Night,3,Portugal
Andreas,Perez,10,Male,3.4,SimMania 3,3,Moldova
Anna,Rivera,16,Female,3.1,Yogify,3,Andorra
Jasper,Turner,18,Male,3.1,It Takes Two,4,Russia
Lennard,Taylor,13,Male,3.7,John Madden Football '93,5,Spain
Samuel,Torres,12,Male,3.7,Command & Conquer 3: Tiberium Wars,4,Lithuania
Lukas,Flores,17,Male,4.0,The Sims 4: Parenthood,3,Iceland
David,Howard,17,Male,4.0,The Sims Bustin' Out,3,Portugal
Maksim,Rogers,16,Male,3.7,Axis Assassin,4,Iceland
Jan,Morgan,15,Male,3.9,F1 2000,3,Malta
Louis,Morales,19,Male,3.7,Peggle 2,3,Poland
Bruno,Morales,16,Male,4.0,Need for Speed: Carbon,4,Russia
Daniela,Parker,19,Female,3.4,UEFA Euro 2012,3,San Marino
Julius,Young,19,Male,3.6,Battlefield 1942: World War II Anthology,2,Poland
Lukas,Diaz,17,Male,3.6,NASCAR 08,4,China
Christian,King,11,Male,3.0,Madden NFL 08,4,United States
Sophia,Perez,14,Female,3.6,Skate or Die!,4,Kazakhstan
Samuel,Morris,37,Male,4.0,Road Rash (1991),4,Sweden
Jasper,Martinez,16,Male,3.2,The Bard's Tale II: The Destiny Knight,4,Poland
Niamh,Harris,15,Female,4.0,The Sims 4: Get Famous,4,Russia
Penelope,Anderson,15,Female,3.2,Chuck Yeager's Advanced Flight Trainer 2.0,2,Norway
Alex,Ramirez,13,Male,3.2,Chuck Yeager's Air Combat,4,Switzerland
Antonio,Phillips,19,Male,3.8,Skate or Die!,2,San Marino
Hugo,White,15,Male,4.0,The Sims 4: Dream Home Decorator,3,United Kingdom
Markus,Green,16,Male,3.7,Mirror's Edge,5,Romania
Penelope,Ramirez,15,Female,3.0,NHL 95,4,Croatia
Lea,Kelly,64,Female,3.0,The Sims 4: Parenthood,5,Poland
Lennard,Gonzalez,14,Male,3.3,Battlefield Heroes,1,Montenegro
Oskar,Robinson,14,Male,3.8,The Sims 4,1,China
Jakob,Nelson,18,Male,4.0,WarFriends,4,Uzbekistan
Timo,Davis,14,Male,3.0,The Sims 3: Pets,3,Estonia
Valentin,Morris,17,Male,3.0,NASCAR 2000,4,Norway
Tara,Jackson,16,Female,3.4,Unravel Two,4,Slovenia
Enzo,Peterson,17,Male,3.6,World Tour Golf,3,United States
Karl,Johnson,62,Male,3.6,Syndicate,4,Ireland
Fabio,Jackson,18,Male,3.2,Madden NFL 2004,4,Andorra
Jasper,Reyes,18,Male,3.2,Tiger Woods PGA Tour 2003,3,Belarus
Aurora,Bailey,15,Female,3.9,Madden NFL 09,3,Slovenia
Mateo,Smith,16,Male,3.0,Rack 'Em,3,Finland
Nico,Collins,16,Male,3.4,Need for Speed: The Run,4,Spain
Hannah,Gomez,15,Male,3.8,Crüe Ball,3,Cyprus
Jade,Edwards,20,Female,4.0,NCAA Football 2003,3,Uzbekistan
Jade,Anderson,52,Female,3.0,Triple Play 2001,3,Kyrgyzstan
Philipp,Campbell,40,Male,4.0,FIFA 21,4,China
Oscar,Jones,42,Male,3.4,Kingdoms of Amalur: Reckoning,4,Turkey
Vincent,Reyes,16,Male,3.0,Command & Conquer 3: Kane's Wrath,3,United States
Freya,Martinez,18,Female,3.3,Escape from Monster Manor,3,Netherlands
Christian,Nelson,15,Male,4.0,Boogie Superstar,3,Sweden
Gustav,Davis,13,Male,4.0,Lords of Conquest,4,Malta
Fabian,Lee,14,Male,4.0,Skate,4,Belgium
Morgan,Carter,15,Female,4.0,Reckless Racing,4,San Marino
Lukas,Parker,19,Male,3.0,Dead Space,4,Albania
Leonardo,Morales,16,Male,3.5,Syndicate: American Revolt,2,Finland
Julius,Rodriguez,16,Male,4.0,Battlefield 2042,4,Poland
Poppy,Taylor,46,Female,3.7,The Vault of Darkness,1,United Kingdom
Gabriel,Davis,21,Male,3.0,FIFA 14,3,Sweden
Nikolai,Cook,16,Male,3.2,F1 22,4,Luxembourg
Maximilian,Torres,48,Male,3.3,FIFA 07,4,Serbia
Lennard,Mitchell,16,Male,3.1,Mass Effect 3,3,Russia
Valentin,Peterson,16,Male,3.4,Arcticfox,2,Latvia
Hannah,Reyes,17,Male,3.9,Super Boulder Dash,3,Russia
Hannah,Bailey,17,Male,3.1,FIFA 15,4,Switzerland
Adrian,Jackson,40,Male,3.1,PGA Tour Pro,3,Serbia
Liam,Perez,16,Male,4.0,Beasts and Bumpkins,4,China
Robin,Nguyen,13,Male,3.1,Magic Carpet,4,Canada
Nicolas,Davis,17,Male,3.7,FIFA 12,5,Canada
Lillian,Hernandez,18,Female,3.4,NBA Street Homecourt,3,Vatican City
Jonas,Parker,12,Male,3.6,Need for Speed: Most Wanted,4,United States
Fabio,Cook,18,Male,3.8,Star Wars Jedi: Fallen Order,3,Turkey
Milo,Edwards,14,Male,3.0,American McGee's Alice,3,Belarus
Julien,Anderson,16,Male,3.0,The Sims,4,Turkey
Julian,Miller,16,Male,3.8,Marvel Nemesis: Rise of the Imperfects,4,San Marino
Oscar,Jones,41,Male,3.3,One on One: Dr. J vs. Larry Bird,4,Latvia
Adelaide,Diaz,19,Female,4.0,FIFA 18,3,United States
Fabian,Lopez,14,Male,3.3,Robot Rascals,4,North Macedonia
Leopold,Cooper,19,Male,3.4,Superbikes '99,4,Uzbekistan
Oscar,Ortiz,16,Male,3.7,Spore Hero Arena,2,Russia
Luna,Bailey,14,Female,3.0,NHL 10,2,Belgium
Nova,Wright,17,Female,3.9,It Takes Two,2,Bosnia and Herzegovina
Ethan,Martinez,13,Male,3.9,NHL 22,3,Iceland
Karl,Parker,49,Male,3.8,Moto Racer 2,3,Ukraine
Michael,Johnson,14,Male,4.0,NHL 17,3,United Kingdom
Fabian,Lee,17,Male,3.7,Star Wars: Squadrons,3,United States
Vincent,Jackson,13,Male,3.0,Trivial Pursuit,4,Serbia
Adelaide,Carter,11,Female,3.6,Rugby 06,5,Turkey
Delilah,Martin,17,Female,4.0,NBA Live 06,3,France
Ethan,Garcia,39,Male,3.7,Harry Potter and the Chamber of Secrets,4,Kazakhstan
Benjamin,Smith,15,Male,3.0,Peggle 2,4,United States
Adrian,Turner,17,Male,3.8,NBA Street Homecourt,3,Ukraine
Kai,Phillips,16,Male,3.0,Command & Conquer 3: Deluxe Edition,3,China
Nikolai,Phillips,15,Male,3.0,NHLPA Hockey '93,3,China
Marco,Lopez,13,Male,3.1,The Sims: Complete Collection,3,Russia
Raphael,White,16,Male,3.0,The Sims 4,3,Monaco
Lukas,Lee,16,Male,3.9,FIFA 13,1,Kyrgyzstan
Julien,Howard,18,Male,3.8,Madden NFL 23,3,Albania
Julian,Nguyen,63,Male,3.0,NASCAR 2001,4,Andorra
Fabian,Hill,14,Male,3.0,Deer Hunt Challenge,3,France
Kai,Miller,17,Male,4.0,The Sims 2,3,Czech Republic
David,Gomez,19,Male,3.5,Aaargh![b],2,China
Enzo,King,16,Male,3.0,F1 Career Challenge,5,Portugal
Paul,Torres,37,Male,3.8,SimMania for Kids,4,Kyrgyzstan
Richard,Rogers,16,Male,3.2,Harry Potter and the Sorcerer's Stone,3,China
Zara,Campbell,30,Female,3.0,NBA Live 06,3,Portugal
Sam,Morgan,17,Male,3.6,Star Wars Jedi: Fallen Order,4,United States
Alexander,Thomas,13,Male,3.1,Hasbro Family Game Night 4: The Game Show,3,Serbia
Benedikt,Rogers,14,Male,3.2,Star Wars Battlefront II,1,Romania
Emil,Nelson,57,Male,3.5,Star Trek,5,Croatia
Bruno,Turner,18,Male,3.6,Jane's Combat Simulations: Advanced Tactical Fighters,3,China
Florian,Torres,15,Male,3.3,Supercross 2000,5,Greece
Lukas,Parker,15,Male,3.1,System Shock 2,1,Uzbekistan
Jonas,Bailey,14,Male,3.4,The Lord of the Rings: The Third Age,2,Uzbekistan
Thomas,Robinson,11,Male,3.2,Need for Speed III: Hot Pursuit,3,Greece
Jonah,Gonzalez,17,Male,3.1,Murder on the Zinderneuf,4,Montenegro
Louis,Clark,14,Male,4.0,NBA Live 2005,4,Ukraine
Nicolas,Kelly,16,Male,3.0,Risky Woods,1,United States
Maximilian,Jackson,15,Male,3.7,Timothy Leary's Mind Mirror,3,Kyrgyzstan
Marcel,White,17,Male,3.2,NBA Live 2004,3,Slovakia
Nikolai,Hill,16,Male,4.0,The Sims 2,2,Germany
Rose,Martinez,18,Female,3.3,Desert Strike: Return to the Gulf,3,Serbia
Sadie,Lee,14,Female,3.0,NCAA Football 98,2,Malta
Emil,Reyes,17,Male,4.0,Need for Speed: Most Wanted,4,Czech Republic
Jonas,Allen,17,Male,4.0,NASCAR Thunder 2004,4,Iceland
Isla,Hill,13,Female,3.4,Syndicate,4,Turkey
Erik,Jones,10,Male,3.2,Harry Potter and the Deathly Hallows – Part 2,4,China
Christian,Allen,47,Male,3.5,FIFA Football 2002,1,Liechtenstein
Jonah,Thomas,17,Male,3.0,MVP Baseball 2004,1,Slovenia
Nico,Morales,15,Male,3.0,Ultima Online: Mondain's Legacy,1,Kazakhstan
Bruno,Ortiz,16,Male,3.1,Populous: The Promised Lands,3,Uzbekistan
Nathan,Morales,15,Male,3.8,Tiger Woods PGA Tour 11,3,Vatican City
Severin,Rivera,14,Male,3.0,NCAA Football 12,2,Andorra
Sofia,Ramos,18,Female,4.0,Madden NFL 06,4,Romania
Oscar,Reed,49,Male,3.4,FIFA 07,4,Russia
Emilio,Garcia,14,Male,3.3,Harry Potter and the Sorcerer's Stone,4,Andorra
Tim,Turner,15,Male,3.9,Sea of Solitude,4,Russia
Raphael,Stewart,11,Male,3.8,Lords of Conquest,5,Vatican City
Erik,Wilson,18,Male,3.1,FIFA 07,3,China
Nikolai,Sanchez,15,Male,3.7,Instant Music,3,Estonia
Kai,Edwards,10,Male,3.0,NASCAR 06: Total Team Control,3,Slovenia
Emilio,Taylor,15,Male,3.1,Tiger Woods PGA Tour 2004,4,Malta
Aisha,Hill,63,Female,3.0,Fight Night Champion,4,Serbia
Philipp,Morris,16,Male,3.5,Tiger Woods PGA Tour 08,2,Russia
Nathan,Murphy,15,Male,3.0,The Sims 4: Discover University,3,Austria
Nora,Sanchez,13,Female,4.0,FIFA 12,2,Russia
Grace,Murphy,19,Female,3.5,Catwoman,4,Moldova
Fritz,Allen,17,Male,3.6,Road Rash (1991),4,Montenegro
Harriet,Cruz,69,Female,3.6,The F.A. Premier League Stars 2001,4,Serbia
Molly,Kelly,58,Female,3.6,The Sims 4: Get Together,4,Liechtenstein
Jonah,Campbell,16,Male,3.9,The Orange Box,5,Slovenia
Paul,Flores,14,Male,3.0,Dragon Age: Origins,3,Russia
Leonard,Garcia,11,Male,3.9,Madden NFL '94,3,Russia
Tommy,Cruz,15,Male,3.2,Medal of Honor: Warfighter,3,United States
Erik,Wilson,15,Male,3.7,Battlefield Hardline,3,Albania
Maksim,Peterson,18,Male,3.4,Archon II: Adept,4,Portugal
Luca,Ramirez,17,Male,3.2,NHL 2000,4,United States
Dominik,Nguyen,15,Male,3.6,Recoil,4,China
Eva,Morales,11,Female,3.3,Harry Potter and the Deathly Hallows – Part 2,2,Turkey
Fabian,Thomas,19,Male,3.0,Mass Effect Galaxy,4,Russia
Christian,Murphy,14,Male,3.0,WCW Mayhem,4,Netherlands
Mattias,Robinson,64,Male,3.5,Fe,1,Slovakia
Stefan,Lee,17,Male,4.0,Auditorium,4,Monaco
Oskar,Brown,14,Male,4.0,Theme Park,3,Croatia
Kilian,Hall,16,Male,3.0,Clandestiny,3,Russia
Oscar,Robinson,18,Male,3.9,FIFA Football 2005,3,Slovakia
Levin,Miller,13,Male,3.0,Elitserien 2001,3,Albania
Benedikt,Edwards,18,Male,3.3,FIFA 10,1,Monaco
Aria,Anderson,15,Female,3.5,The Sims FreePlay,2,Austria
Florian,Martinez,14,Male,3.1,Dead Space,4,Luxembourg
Anya,Brown,31,Female,3.8,Star Wars Jedi: Fallen Order,4,Kazakhstan
Richard,Taylor,15,Male,3.2,Madden NFL Social,3,San Marino
David,Walker,17,Male,3.7,NBA Street Vol. 2,4,Russia
Lilly,Kelly,14,Female,3.4,Risky Woods,3,United States
Filip,Mitchell,14,Male,4.0,Tiger Woods PGA Tour 13,4,Romania
Peter,Morris,13,Male,4.0,Star Wars: Squadrons,3,Russia
Lukas,Gonzalez,14,Male,3.7,FIFA Manager 14,4,France
Oscar,Hernandez,13,Male,4.0,Galahad,4,United States
Elias,Rodriguez,16,Male,3.5,Dragon Age II,3,Kazakhstan
Fabio,Roberts,63,Male,4.0,FIFA Football 2004,4,Croatia
Jakob,Brown,13,Male,3.7,NHL 07,3,China
Emilio,Morris,20,Male,3.0,NHL 23,4,San Marino
Mario,Martinez,14,Male,3.1,FIFA 14,3,Albania
Lucas,Allen,15,Male,3.4,The Sims 3 Collector's Edition,3,Russia
Enzo,Evans,49,Male,4.0,FaceBreaker,4,Spain
Erik,Diaz,19,Male,3.1,Crysis 2,3,Hungary
Isabella,Gomez,18,Female,4.0,NHL 10,4,Slovakia
Julian,Wilson,48,Male,3.9,Dragon Age: Dreadwolf,4,Russia
Julius,Harris,14,Male,3.2,Harry Potter and the Goblet of Fire,4,Ukraine
Maximilian,Ortiz,65,Male,4.0,Tiger Woods PGA Tour 12,4,Netherlands
Hugo,Reyes,13,Male,4.0,Battlefield 2042,4,Uzbekistan
Lia,Murphy,16,Female,4.0,Need for Speed: Underground 2,4,Denmark
Jonah,Edwards,15,Male,3.0,The Sims 4: Cottage Living,4,Croatia
Angelina,Roberts,14,Female,3.6,Madden NFL 13,4,Canada
Lacey,Ortiz,12,Female,3.5,Jane's Combat Simulations: Fighters Anthology,4,Slovenia
Amber,Peterson,19,Female,3.9,Triple Play 99,2,Cyprus
Timo,Brown,17,Male,3.0,The Sims 3: Into the Future,3,Monaco
Lia,Harris,67,Female,3.2,Madden NFL 06,1,Russia
Benjamin,Allen,15,Male,3.4,Madden NFL 2005 (Collector's Edition),3,Russia
Karl,Garcia,15,Male,3.5,2006 FIFA World Cup,4,Monaco
Jonas,Martin,18,Male,3.8,Triple Play 2002,4,Russia
Jannik,Thompson,17,Male,3.3,FIFA 13,3,Switzerland
Jakob,Young,16,Male,4.0,F-117 Night Storm,3,China
Leonardo,Jones,17,Male,3.0,Rugby 06,3,Finland
Valentin,Wright,14,Male,3.5,Sled Storm,3,Ukraine
Fabio,Cruz,17,Male,3.8,Tiger Woods PGA Tour 12,3,Vatican City
Emanuel,Peterson,14,Male,3.1,Rugby 08,4,Ireland
Emil,Peterson,13,Male,3.8,Peggle 2,4,Uzbekistan
Marcel,Gomez,16,Male,4.0,2002 FIFA World Cup,3,Ukraine
